bibcode,mespos,nbmes,oidref,qual,upvsini,vsini,vsini_err,vsini_err_prec,vsini_prec
"2002A&A...393..897R",2,,1411575,D,,60.0,,,0
"2007A&A...463..671R",1,0,1411575,D,,60.0,,,0
"1970CoAsi.239....1B",5,40,1667821,D,,155.0,,,0
"2006A&A...460..695T",1,,3435182,C,,25.0,2.5,1,1
"2002ApJ...573..359A",1,,1825306,D,,140.0,,,0
"2008A&A...479..541H",1,,3888664,,,173.0,,,0
"1970CoAsi.239....1B",5,9,397712,D,,195.0,,,0
"2007A&A...463..671R",1,0,397712,D,,233.0,,,0
"2007AJ....133.1092W",1,,2806271,D,,337.0,,,0
"1970CoKwa.189....0U",1,,2787576,D,,50.0,,,0
"2007A&A...462..683M",1,,6267998,,,241.0,36.0,0,0
"1995ApJS...99..135A",3,,7080,D,,210.0,,,0
"2002A&A...393..897R",2,,7080,D,,228.0,,,0
"2007A&A...463..671R",1,0,7080,D,,228.0,,,0
"1970CoKwa.189....0U",4,,2952107,D,,108.0,,,0
"1970CoAsi.239....1B",1,30,3531320,D,,300.0,,,0
"2009ApJ...700.1216M",1,,3185816,,,54.0,6.0,0,0
"2009A&A...496..841H",2,,3185816,,,30.0,,,0
"2006ApJ...648..580H",3,,3185816,D,,28.0,18.0,0,0
"2014A&A...562A.135S",2,,81935,,,23.0,,,0
"2014A&A...562A.135S",3,,245168,,,149.0,,,0
"2014A&A...562A.135S",2,,799456,,,9.0,,,0
"2014A&A...562A.135S",4,,797117,,,19.0,,,0
"2014A&A...562A.135S",3,,797117,,,20.0,,,0
"2014A&A...562A.135S",3,,797124,,,76.0,,,0
"2014A&A...562A.135S",2,,800621,,,55.0,,,0
"2014A&A...562A.135S",4,,812745,,,104.0,,,0
"2014A&A...562A.135S",3,,812745,,,99.0,,,0
"2014A&A...562A.135S",4,,821148,,,18.0,,,0
"2014A&A...562A.135S",3,,828328,,,202.0,,,0
"2014A&A...562A.135S",3,,1894442,,,99.0,,,0
"2014A&A...562A.135S",2,,2201218,,,91.0,,,0
"2014A&A...562A.135S",4,,2529161,,,88.0,,,0
"2014A&A...562A.135S",3,,2529161,,,92.0,,,0
"2014A&A...562A.135S",4,,2482758,,,24.0,,,0
"2014A&A...562A.135S",3,,2482758,,,23.0,,,0
"2014A&A...562A.135S",2,,2765421,,,41.0,,,0
"2014A&A...562A.135S",3,,2536332,,,58.0,,,0
"1970CoKwa.189....0U",5,,2929357,D,,102.0,,,0
"2014A&A...562A.135S",4,,59304,,,49.0,,,0
"2014A&A...562A.135S",3,,59304,,,54.0,,,0
"2014A&A...562A.135S",2,,687,,,8.0,,,0
"2014A&A...562A.135S",4,,125562,,,33.0,,,0
"2014A&A...562A.135S",3,,125562,,,31.0,,,0
"1970CoAsi.239....1B",5,5,2256030,D,,5.0,,,0
"2010AJ....140.1911B",1,,580558,,,1.74,,,2
"2009A&A...496..841H",1,,3259923,,,20.0,,,0
"2008A&A...479..541H",2,,3259923,,,20.0,,,0
"2006PASP..118.1656S",1,22,2068551,,,4.0,,,1
"1970CoKwa.189....0U",1,,2662354,D,,115.0,,,0
"2006A&A...460..695T",1,,2360196,C,,10.1,1.2,1,1
"2018A&A...620A..56B",1,,52230,,,90.0,,32767,0
"2009A&A...496..841H",1,,3889594,,,25.0,,,0
"2008A&A...479..541H",2,,3889594,,,25.0,,,0
"2006A&A...460..695T",1,,1302260,C,,10.2,1.2,1,1
"2006ApJ...648..580H",2,,176269,D,,171.0,11.0,0,0
"1970CoKwa.189....0U",2,,1109988,D,,141.0,,,0
"1970CoAsi.239....1B",2,10,731472,D,,10.0,,,0
"2006ApJ...648..580H",1,,4699774,D,,316.0,8.0,0,0
"1970CoAsi.239....1B",4,3,1813794,D,,25.0,,,0
"2007AJ....133.1092W",1,,2585749,D,,300.0,,,0
"2002A&A...393..897R",1,,1139302,D,,65.0,,,0
"1995ApJS...99..135A",2,,1139302,D,,55.0,,,0
"2002A&A...393..897R",1,,136608,D,,33.0,,,0
"1995ApJS...99..135A",2,,136608,D,,25.0,,,0
"1995ApJS...99..135A",3,,2758876,D,,105.0,,,0
"2002A&A...393..897R",2,,2758876,D,,117.0,,,0
"2007A&A...463..671R",1,0,2758876,D,,117.0,,,0
"2018A&A...620A..56B",1,,54355,,,55.0,,32767,0
"2018A&A...620A..56B",1,,53868,,,95.0,,32767,0
"2011A&A...531A...8J",1,,1701125,,,3.7,,,1
"2018A&A...620A..56B",1,,55016,,,190.0,,32767,0
"1995ApJS...99..135A",1,,885136,D,,35.0,,,0
"2007A&A...462..683M",1,,6267983,,,146.0,10.0,0,0
"2002ApJ...573..359A",1,,932104,D,,70.0,,,0
"2010A&A...520A..79M",2,,1618612,,,41.2,,,2
"1970CoKwa.189....0U",1,,2268001,D,,12.0,,,0
"1970CoAsi.239....1B",2,1,2268001,D,,12.0,,,0
"1970CoKwa.189....0U",1,,1346748,D,,90.0,,,0
"2006A&A...460..695T",1,,1343026,D,,6.0,2.0,0,0
"2002A&A...393..897R",1,,988544,D,,71.0,,,0
"1995ApJS...99..135A",2,,988544,D,,61.0,,,0
"1970CoKwa.189....0U",1,,1418375,D,,160.0,,,0
"2011A&A...531A...8J",1,,2996091,,,2.2,,,1
"2006ApJ...648..580H",1,,173996,D,,79.0,8.0,0,0
"2006A&A...460..695T",1,,1385697,C,,4.5,1.2,1,1
"2002ApJ...573..359A",1,,63165,D,,315.0,,,0
"2007AJ....134.1570D",1,,2363752,D,,82.0,7.0,0,0
"2007A&A...462..683M",1,,3256522,,,360.0,18.0,0,0
"2011A&A...531A...8J",1,,1796259,,,2.9,,,1
"2002A&A...393..897R",1,,297457,D,,52.0,,,0
"1995ApJS...99..135A",2,,297457,D,,43.0,,,0
"1970CoKwa.189....0U",1,,1991501,D,,90.0,,,0
"1970CoAsi.239....1B",3,17,1109988,D,,165.0,,,0
"1970CoAsi.239....1B",3,15,1110000,D,,150.0,,,0
"1970CoKwa.189....0U",1,,1365368,D,<,50.0,,,0
"1970CoAsi.239....1B",2,9,1991501,D,,90.0,,,0
"1970CoAsi.239....1B",3,12,1991501,D,,13.0,,,0
"1970CoKwa.189....0U",2,,1110000,D,,142.0,,,0
"1995ApJS...99..135A",1,,1340268,D,,23.0,,,0
"1970CoAsi.239....1B",2,25,1365368,D,,25.0,,,0
"1970CoKwa.189....0U",3,,1139302,D,,50.0,,,0
"1970CoAsi.239....1B",2,10,1346748,D,,90.0,,,0
"1970CoKwa.189....0U",1,,2529715,D,<,17.0,,,0
"2002A&A...393..897R",2,,1589184,D,,14.0,,,0
"2002A&A...393..897R",3,,1589184,D,,14.0,,,0
"2007A&A...463..671R",1,0,1589184,D,,14.0,,,0
"1970CoKwa.189....0U",1,,1014925,D,,68.0,,,0
"1970CoAsi.239....1B",2,24,1418375,D,,160.0,,,0
"2002ApJ...573..359A",1,,882380,D,,25.0,,,0
"1970CoKwa.189....0U",2,,882380,D,,70.0,,,0
"1970CoAsi.239....1B",3,4,882380,D,,48.0,,,0
"2006A&A...460..695T",2,,1835806,C,,6.6,1.2,1,1
"2007A&A...462..683M",1,,6267922,,,273.0,41.0,0,0
"1970CoKwa.189....0U",1,,1109666,D,,62.0,,,0
"1995ApJS...99..135A",3,,2527117,D,,250.0,,,0
"1970CoKwa.189....0U",4,,2527117,D,,325.0,,,0
"2002A&A...393..897R",2,,2527117,D,,276.0,,,0
"2007A&A...463..671R",1,0,2527117,D,,276.0,,,0
"2002ApJ...573..359A",1,,1584075,D,,20.0,,,0
"1970CoKwa.189....0U",1,,1452994,D,<,10.0,,,0
"1970CoAsi.239....1B",2,5,1452994,D,,5.0,,,0
"2009A&A...496..841H",1,,3890012,,,121.0,,,0
"1970CoAsi.239....1B",6,15,1589184,D,,15.0,,,0
"2006ApJ...648..580H",1,,199640,D,,203.0,15.0,0,0
"1970CoKwa.189....0U",1,,2537268,D,,126.0,,,0
"1970CoAsi.239....1B",3,5,737105,D,,65.0,,,0
"2009ApJ...700.1216M",1,,3185820,,,126.0,5.0,0,0
"2009A&A...496..841H",2,,3185820,,,135.0,,,0
"2006ApJ...648..580H",3,,3185820,D,,141.0,9.0,0,0
"1995ApJS...99..135A",4,,1922901,D,,115.0,,,0
"1970CoKwa.189....0U",1,,731472,D,<,19.0,,,0
"2007A&A...462..683M",1,,6267884,,,167.0,25.0,0,0
"2002A&A...393..897R",2,,1465404,D,,96.0,,,0
"2008AJ....135..209M",1,2,1474666,,,0.0,,,1
"1970CoAsi.239....1B",4,16,800621,D,,75.0,,,0
"1970CoKwa.189....0U",3,,800621,D,,93.0,,,0
"2002ApJ...573..359A",3,,825215,D,,25.0,,,0
"2002ApJ...573..359A",3,,869647,D,,35.0,,,0
"2002ApJ...573..359A",3,,1097883,D,,30.0,,,0
"2002ApJ...573..359A",2,,2924463,D,,0.0,,,0
"1995ApJS...99..135A",3,,1465404,D,,85.0,,,0
"1970CoAsi.239....1B",2,7,2529715,D,,8.0,,,0
"1970CoAsi.239....1B",5,29,2527117,D,,333.0,,,0
"1970CoKwa.189....0U",1,,2644010,D,,60.0,,,0
"2008AJ....135..209M",1,4,2610655,,,4.4,,,1
"2018A&A...620A..56B",1,,57573,,,175.0,,32767,0
"1970CoAsi.239....1B",2,5,2644010,D,,60.0,,,0
"1970CoAsi.239....1B",2,7,300625,D,,8.0,,,0
"1970CoKwa.189....0U",1,,300625,D,<,17.0,,,0
"2002A&A...393..897R",1,,2716387,D,,26.0,,,0
"1995ApJS...99..135A",2,,2716387,D,,18.0,,,0
"1970CoAsi.239....1B",2,5,2787576,D,,50.0,,,0
"2002A&A...393..897R",1,,3023752,D,,264.0,,,0
"1970CoAsi.239....1B",1,25,3312722,D,,120.0,,,0
"2008AJ....135..209M",1,2,1631598,,,0.0,,,1
"1970CoKwa.189....0U",2,,1631598,D,<,19.0,,,0
"1970CoAsi.239....1B",3,10,1631598,D,,10.0,,,0
"1970CoKwa.189....0U",5,,1589184,D,,36.0,,,0
"1995ApJS...99..135A",4,,1589184,D,,10.0,,,0
"1995ApJS...99..135A",3,,938976,D,,140.0,,,0
"2002A&A...393..897R",2,,938976,D,,154.0,,,0
"2007A&A...463..671R",1,0,938976,D,,154.0,,,0
"1970CoAsi.239....1B",1,25,173634,D,,25.0,,,0
"2002A&A...393..897R",1,,273651,D,,165.0,,,0
"1995ApJS...99..135A",2,,273651,D,,150.0,,,0
"2011A&A...531A...8J",1,,1761325,,,4.5,,,1
"2002A&A...393..897R",2,,253533,D,,29.0,,,0
"2007A&A...463..671R",1,0,253533,D,,29.0,,,0
"2002A&A...393..897R",3,,253533,D,,29.0,,,0
"1970CoKwa.189....0U",4,,253533,D,,34.0,,,0
"1970CoAsi.239....1B",5,2,253533,D,,34.0,,,0
"1970CoAsi.239....1B",6,1,253533,D,,34.0,,,0
"2010A&A...520A..79M",1,,450705,,,5.59,,,2
"2018A&A...620A..56B",1,,8424190,,,100.0,,32767,0
"2018A&A...620A..56B",1,,53865,,,70.0,,32767,0
"2018A&A...620A..56B",1,,4043156,,,335.0,,32767,0
"2018A&A...620A..56B",1,,8424194,,,75.0,,32767,0
"1970CoKwa.189....0U",1,,3357640,D,,216.0,,,0
"1995ApJS...99..135A",3,,547200,D,,240.0,,,0
"2002A&A...393..897R",2,,547200,D,,259.0,,,0
"2007A&A...463..671R",1,0,547200,D,,259.0,,,0
"2007A&A...463..671R",1,0,675555,D,,219.0,,,0
"2009A&A...496..841H",1,,3086167,,,54.0,,,0
"2008A&A...479..541H",2,,3086167,,<,54.0,,,0
"2008AJ....135..209M",1,2,1416594,,,2.0,,,1
"2011A&A...531A...8J",1,,740056,,,3.3,,,1
"1970CoAsi.239....1B",1,25,3731053,D,,150.0,,,0
"2009MNRAS.400..317J",1,,2669086,,,97.0,6.2,1,1
"2007A&A...462..683M",1,,4131315,,,425.0,60.0,0,0
"2011A&A...526A.127P",1,,1131362,,,11.5,,,1
"2002A&A...393..897R",1,,1762606,D,,86.0,,,0
"1995ApJS...99..135A",2,,1762606,D,,75.0,,,0
"2002ApJ...573..359A",2,,2617798,D,,265.0,,,0
"2006A&A...460..695T",1,,3490008,C,,25.2,2.5,1,1
"2006AJ....132.2135S",1,,3878674,D,,9.5,,,1
"1995ApJS...99..135A",3,,542767,D,,200.0,,,0
"2002A&A...393..897R",2,,542767,D,,217.0,,,0
"2007A&A...463..671R",1,0,542767,D,,217.0,,,0
"1970CoKwa.189....0U",4,,223613,D,,75.0,,,0
"1995ApJS...99..135A",3,,223613,D,,75.0,,,0
"2002A&A...393..897R",2,,223613,D,,86.0,,,0
"2007A&A...463..671R",1,0,223613,D,,86.0,,,0
"2002ApJ...573..359A",1,,2808879,D,,75.0,,,0
"2002ApJ...573..359A",2,,2808879,D,,115.0,,,0
"1970CoKwa.189....0U",3,,2808879,D,,214.0,,,0
"1970CoAsi.239....1B",4,35,2808879,D,,240.0,,,0
"2010AJ....140.1911B",1,,1112840,,,1.24,,,2
"2006A&A...460..695T",1,,3207848,C,,10.9,1.2,1,1
"1970CoKwa.189....0U",1,,3215982,D,,350.0,,,0
"1970CoAsi.239....1B",2,35,3215982,D,,353.0,,,0
"1970CoKwa.189....0U",4,,397712,D,,194.0,,,0
"1995ApJS...99..135A",3,,397712,D,,215.0,,,0
"2002A&A...393..897R",2,,397712,D,,233.0,,,0
"2018A&A...620A..56B",1,,6815400,,,20.0,,32767,0
"2018A&A...620A..56B",1,,56325,,,145.0,,32767,0
"2006PASP..118.1656S",1,13,2010358,,,0.0,,,1
"2010AJ....140.1911B",1,,2860543,,,0.92,,,2
"2006A&A...460..695T",1,,3321210,C,,7.5,1.2,1,1
"2002ApJ...573..359A",1,,116540,D,,50.0,,,0
"2006ApJ...648..580H",1,,977233,D,,157.0,12.0,0,0
"2006ApJ...648..580H",1,,269832,D,,38.0,22.0,0,0
"1970CoAsi.239....1B",3,10,1501424,D,,10.0,,,0
"2008AJ....135..209M",1,6,1501424,,,1.7,,,1
"2006A&A...460..695T",2,,3057659,C,,10.4,1.9,1,1
"2008AJ....135..209M",2,2,632549,,,0.0,,,1
"1970CoKwa.189....0U",1,,1906395,D,,95.0,,,0
"2002A&A...393..897R",2,,3208654,D,,40.0,,,0
"2007A&A...463..671R",1,0,3208654,D,,40.0,,,0
"1970CoAsi.239....1B",2,9,1906395,D,,95.0,,,0
"2006A&A...460..695T",1,,2378458,C,,9.7,1.2,1,1
"2006A&A...460..695T",1,,1294558,C,,17.6,1.2,1,1
"2006A&A...460..695T",1,,3209251,C,,4.4,1.2,1,1
"2010AJ....140.1911B",1,,1456984,,,1.51,,,2
"2007A&A...463..671R",1,0,1323658,D,,159.0,,,0
"2002A&A...393..897R",2,,1323658,D,,159.0,,,0
"1995ApJS...99..135A",3,,1323658,D,,145.0,,,0
"2007A&A...463..671R",1,0,1455379,D,,133.0,,,0
"2006ApJ...648..580H",1,,173645,D,,115.0,9.0,0,0
"1970CoAsi.239....1B",2,15,173645,D,,160.0,,,0
"2008A&A...479..541H",1,,3258931,,,357.0,,,0
"2002A&A...393..897R",1,,1660939,D,,144.0,,,0
"1995ApJS...99..135A",2,,1660939,D,,130.0,,,0
"2007A&A...463..671R",1,0,336513,D,,40.0,,,0
"2009A&A...496..841H",1,,3085885,,,134.0,,,0
"2008A&A...479..541H",2,,3085885,,,134.0,,,0
"1995ApJS...99..135A",3,,823326,D,,210.0,,,0
"2002A&A...393..897R",2,,823326,D,,228.0,,,0
"2007A&A...463..671R",1,0,823326,D,,228.0,,,0
"2002A&A...393..897R",2,,3167747,D,,95.0,,,0
"2007A&A...463..671R",1,0,3167747,D,,95.0,,,0
"2006A&A...460..695T",1,,2380949,C,,36.7,3.7,1,1
"1970CoKwa.189....0U",1,,63856,D,,125.0,,,0
"1970CoAsi.239....1B",2,25,63856,D,,125.0,,,0
"2007AJ....133.1092W",1,,5348398,D,,237.0,,,0
"2006ApJ...648..580H",2,,5348398,D,,247.0,8.0,0,0
"2006A&A...460..695T",1,,2515212,C,,8.6,1.2,1,1
"1995ApJS...99..135A",3,,1455379,D,,120.0,,,0
"2002A&A...393..897R",2,,1455379,D,,133.0,,,0
"1970CoKwa.189....0U",4,,1667821,D,,157.0,,,0
"1995ApJS...99..135A",3,,1667821,D,,150.0,,,0
"2002A&A...393..897R",2,,1667821,D,,165.0,,,0
"2007A&A...463..671R",1,0,1667821,D,,165.0,,,0
"2009A&A...496..841H",1,,3759925,,,65.0,,,0
"2006ApJ...648..580H",2,,3759925,D,,67.0,12.0,0,0
"1970CoKwa.189....0U",1,,2623206,D,<,19.0,,,0
"1970CoAsi.239....1B",2,10,2623206,D,,10.0,,,0
"2007A&A...463..671R",1,0,2506134,D,,179.0,,,0
"2002A&A...393..897R",2,,2506134,D,,179.0,,,0
"2002ApJ...573..359A",1,,797088,D,,20.0,,,0
"2007A&A...462..683M",1,,3953352,,,344.0,17.0,0,0
"1995ApJS...99..135A",4,,426306,D,,55.0,,,0
"2002A&A...393..897R",2,,426306,D,,66.0,,,0
"2002A&A...393..897R",3,,426306,D,,65.0,,,0
"2007A&A...463..671R",1,0,426306,D,,65.0,,,0
"2018A&A...620A..56B",1,,54333,,,110.0,,32767,0
"2018A&A...620A..56B",1,,53864,,,180.0,,32767,0
"2018A&A...620A..56B",1,,56302,,,245.0,,32767,0
"2002A&A...393..897R",1,,172041,D,,39.0,,,0
"1995ApJS...99..135A",2,,172041,D,,30.0,,,0
"1970CoKwa.189....0U",3,,172041,D,,10.0,,,0
"1970CoAsi.239....1B",4,25,172041,D,,25.0,,,0
"2018A&A...620A..56B",1,,8424092,,,75.0,,32767,0
"2018A&A...620A..56B",1,,8424102,,,45.0,,32767,0
"2009A&A...493.1099S",6,,3377769,D,,4.4,,,1
"2010A&A...520A..79M",5,,3377769,,,3.97,,,2
"1970CoAsi.239....1B",1,40,3531360,D,,200.0,,,0
"2010AJ....140.1911B",1,,1865914,,,2.04,,,2
"2008AJ....135..209M",1,2,542784,,,0.0,,,1
"1970CoKwa.189....0U",2,,542784,D,<,19.0,,,0
"1970CoAsi.239....1B",3,10,542784,D,,10.0,,,0
"1970CoKwa.189....0U",2,,3185093,D,,218.0,,,0
"2002A&A...393..897R",1,,686628,D,,320.0,,,0
"2002ApJ...573..359A",1,,706441,D,,250.0,,,0
"2002ApJ...573..359A",2,,824140,D,,55.0,,,0
"2010AJ....140.1911B",1,,1707829,,,0.0,,,2
"1995ApJS...99..135A",4,,2559836,D,,255.0,,,0
"2002ApJ...573..359A",2,,2559836,D,,265.0,,,0
"2002A&A...393..897R",3,,2559836,D,,275.0,,,0
"2007A&A...463..671R",1,0,2559836,D,,275.0,,,0
"2007A&A...463..671R",1,0,2233474,D,,84.0,,,0
"2002A&A...393..897R",2,,2233474,D,,84.0,,,0
"1995ApJS...99..135A",4,,336513,D,,40.0,,,0
"2002A&A...393..897R",2,,336513,D,,39.0,,,0
"2002A&A...393..897R",3,,336513,D,,40.0,,,0
"1995ApJS...99..135A",3,,2233474,D,,73.0,,,0
"2007A&A...463..671R",1,0,1188560,D,,166.0,,,0
"2002A&A...393..897R",2,,1188560,D,,166.0,,,0
"1995ApJS...99..135A",3,,2950934,D,,90.0,,,0
"2002A&A...393..897R",2,,2950934,D,,102.0,,,0
"2007A&A...463..671R",1,0,2950934,D,,102.0,,,0
"2010MNRAS.407..465J",1,,6358972,D,,38.2,3.7,1,1
"2011A&A...531A...8J",1,,3061374,,,6.6,,,1
"2007A&A...463..671R",1,0,781968,D,,67.0,,,0
"2002ApJ...573..359A",2,,781968,D,,60.0,,,0
"1995ApJS...99..135A",3,,1127338,D,,95.0,,,0
"2002A&A...393..897R",2,,1127338,D,,107.0,,,0
"2007A&A...463..671R",1,0,1127338,D,,107.0,,,0
"2006A&A...460..695T",1,,5131465,C,,22.2,2.2,1,1
"2002A&A...393..897R",1,,2550790,D,,33.0,,,0
"1995ApJS...99..135A",2,,2550790,D,,25.0,,,0
"2002ApJ...573..359A",2,,1410946,D,,35.0,,,0
"1970CoKwa.189....0U",3,,1410946,D,,38.0,,,0
"1970CoAsi.239....1B",4,20,1410946,D,,30.0,,,0
"2006A&A...460..695T",1,,2319754,C,,3.4,1.2,1,1
"2007A&A...463..671R",1,0,281792,D,,28.0,,,0
"2002A&A...393..897R",2,,281792,D,,28.0,,,0
"1995ApJS...99..135A",3,,281792,D,,20.0,,,0
"2007A&A...463..671R",1,0,771002,D,,30.0,,,0
"2002ApJ...573..359A",2,,771002,D,,30.0,,,0
"1970CoKwa.189....0U",3,,771002,D,,18.0,,,0
"1970CoAsi.239....1B",4,9,771002,D,,21.0,,,0
"1970CoAsi.239....1B",5,40,153871,D,,185.0,,,0
"1970CoKwa.189....0U",4,,153871,D,,184.0,,,0
"2002ApJ...573..359A",4,,164372,D,,40.0,,,0
"1970CoAsi.239....1B",4,3,2648414,D,,3.0,,,0
"1970CoKwa.189....0U",3,,2648414,D,,0.0,,,0
"2006A&A...460..695T",1,,2965640,C,,21.1,2.1,1,1
"1970CoAsi.239....1B",4,25,137890,D,,325.0,,,0
"1970CoKwa.189....0U",3,,137890,D,,300.0,,,0
"2007A&A...463..671R",1,0,828685,D,,14.0,,,0
"2002A&A...393..897R",2,,828685,D,,14.0,,,0
"1995ApJS...99..135A",3,,828685,D,,15.0,,,0
"1970CoKwa.189....0U",1,,251343,D,,60.0,,,0
"1970CoKwa.189....0U",1,,1800836,D,,120.0,,,0
"1970CoAsi.239....1B",2,15,1800836,D,,120.0,,,0
"1970CoAsi.239....1B",1,18,3316057,D,,177.0,,,0
"2007A&A...463..671R",1,0,2378127,D,,204.0,,,0
"2002ApJ...573..359A",2,,2378127,D,,165.0,,,0
"2002A&A...393..897R",3,,2378127,D,,204.0,,,0
"2008A&A...479..541H",1,,3889561,,,87.0,,,0
"2007A&A...462..683M",1,,3256790,,,346.0,27.0,0,0
"2006ApJ...648..580H",1,,208396,D,,289.0,27.0,0,0
"2008AJ....135..209M",1,2,370508,,,0.0,,,1
"1970CoAsi.239....1B",1,7,3145869,D,,70.0,,,0
"2009A&A...496..841H",1,,3889571,,,117.0,,,0
"2002A&A...393..897R",2,,2061868,D,,67.0,,,0
"2007A&A...463..671R",1,0,2061868,D,,67.0,,,0
"2008A&A...479..541H",2,,3889571,,,117.0,,,0
"2007AJ....133.1092W",2,,54358,D,,106.0,,,0
"2006A&A...460..695T",1,,3530166,C,,6.1,1.2,1,1
"2006A&A...460..695T",1,,1367372,C,,45.0,4.5,1,1
"2002ApJ...573..359A",1,,11035,D,,30.0,,,0
"2008AJ....135..209M",1,2,601039,,,0.0,,,1
"1970CoKwa.189....0U",2,,601039,D,<,17.0,,,0
"1970CoAsi.239....1B",3,7,601039,D,,8.0,,,0
"2008AJ....135..209M",1,3,2837847,,,0.0,,,1
"2010AJ....140.1911B",1,,449351,,,1.5,,,2
"2010ApJ...722..605H",1,,1599213,,,260.0,17.0,0,0
"2002ApJ...573..359A",1,,1587583,D,,75.0,,,0
"2006A&A...460..695T",1,,695184,C,,20.8,2.1,1,1
"2010AJ....140.1911B",1,,1531161,,,0.06,,,2
"2008A&A...479..541H",1,,3260621,,,309.0,,,0
"1970CoKwa.189....0U",2,,1501424,D,<,19.0,,,0
"2006A&A...460..695T",1,,2972562,C,,5.1,1.2,1,1
"2018A&A...620A..56B",1,,54358,,,115.0,,32767,0
"2006A&A...460..695T",1,,3194323,C,,17.3,3.8,1,1
"2006A&A...460..695T",1,,3191254,C,,77.0,7.7,1,1
"2006A&A...460..695T",1,,3300354,C,,16.3,0.7,1,1
"2006A&A...460..695T",1,,3346556,C,,3.4,1.2,1,1
"2006A&A...460..695T",1,,2406729,C,,140.0,14.0,1,1
"2006A&A...460..695T",1,,2490054,C,,26.1,2.6,1,1
"2006A&A...460..695T",1,,5131419,C,,15.6,0.2,1,1
"2008A&A...479..541H",2,,3890012,,,121.0,,,0
"2009ApJ...704..975J",1,,622047,D,,4.7,0.7,1,1
"2009MNRAS.400..317J",1,,5538730,,,24.2,7.1,1,1
"2009ApJ...704..975J",1,,798155,D,,3.0,,,1
"2009A&A...493.1099S",1,,451256,D,,53.9,,,1
"2007A&A...463..671R",1,0,1068690,D,,134.0,,,0
"2002A&A...393..897R",2,,1068690,D,,161.0,,,0
"2002A&A...393..897R",3,,1068690,D,,134.0,,,0
"1995ApJS...99..135A",4,,1068690,D,,115.0,,,0
"1970CoKwa.189....0U",5,,1068690,D,,122.0,,,0
"1970CoAsi.239....1B",6,9,1068690,D,,120.0,,,0
"1970CoAsi.239....1B",1,15,3531367,D,,150.0,,,0
"2007A&A...463..671R",1,0,529578,D,,149.0,,,0
"2002A&A...393..897R",2,,529578,D,,149.0,,,0
"1995ApJS...99..135A",3,,529578,D,,135.0,,,0
"2008AJ....135..209M",1,2,1675959,,,2.2,,,1
"1970CoKwa.189....0U",1,,2904787,D,,150.0,,,0
"1970CoAsi.239....1B",2,15,2904787,D,,150.0,,,0
"1970CoKwa.189....0U",1,,611533,D,,75.0,,,0
"2007A&A...463..671R",1,0,449666,D,,228.0,,,0
"2002A&A...393..897R",2,,449666,D,,228.0,,,0
"1995ApJS...99..135A",3,,449666,D,,210.0,,,0
"1970CoKwa.189....0U",1,,2049187,D,,20.0,,,0
"1970CoAsi.239....1B",2,5,2049187,D,,20.0,,,0
"2002A&A...393..897R",1,,443109,D,,71.0,,,0
"1995ApJS...99..135A",2,,443109,D,,61.0,,,0
"1970CoKwa.189....0U",3,,443109,D,,75.0,,,0
"2007A&A...463..671R",1,0,295202,D,,217.0,,,0
"2002A&A...393..897R",2,,295202,D,,217.0,,,0
"1995ApJS...99..135A",3,,295202,D,,200.0,,,0
"2006A&A...460..695T",2,,3058248,C,,36.0,3.6,1,1
"1970CoAsi.239....1B",4,10,370508,D,,10.0,,,0
"2010AJ....140.1911B",1,,363064,,,1.62,,,2
"2006A&A...460..695T",1,,740435,C,,56.0,5.6,1,1
"2002A&A...393..897R",3,,1922901,D,,128.0,,,0
"2009A&A...493.1099S",2,,1922901,D,,111.3,,,1
"1970CoKwa.189....0U",3,,1813794,D,,14.0,,,0
"2005PASJ...57...13T",2,,1813794,,,25.0,,,0
"2009A&A...493.1099S",1,,1813794,D,,17.0,,,1
"2007A&A...463..671R",1,0,1472489,D,,39.0,,,0
"2002ApJ...573..359A",2,,1472489,D,,40.0,,,0
"2002A&A...393..897R",3,,1472489,D,,39.0,,,0
"2002A&A...393..897R",4,,1472489,D,,39.0,,,0
"2002ApJ...573..359A",1,,129115,D,,40.0,,,0
"2006AJ....132.2135S",1,,3878772,D,,8.1,,,1
"2007A&A...463..671R",1,0,2398287,D,,18.0,,,0
"2002A&A...393..897R",2,,2398287,D,,18.0,,,0
"1995ApJS...99..135A",3,,2398287,D,,10.0,,,0
"2002A&A...393..897R",1,,1476755,D,,201.0,,,0
"1995ApJS...99..135A",2,,1476755,D,,185.0,,,0
"2008AJ....135..209M",2,2,1787449,,,0.5,,,1
"2008AJ....135..209M",2,2,1385698,,,3.7,,,1
"2009A&A...493.1099S",3,,655709,D,,4.2,,,1
"1970CoKwa.189....0U",3,,1476755,D,,51.0,,,0
"2011A&A...531A...8J",1,,1773650,,,3.4,,,1
"1995ApJS...99..135A",1,,770099,D,,28.0,,,0
"2006A&A...460..695T",1,,1648363,C,,32.1,3.2,1,1
"2011A&A...531A...8J",1,,1947540,,,3.0,,,1
"2018A&A...620A..56B",1,,53866,,,60.0,,32767,0
"2018A&A...620A..56B",1,,8424090,,,305.0,,32767,0
"1970CoKwa.189....0U",1,,3433486,D,,217.0,,,0
"1970CoAsi.239....1B",2,10,3433486,D,,130.0,,,0
"2008AJ....135..209M",1,8,769284,,,0.0,,,1
"2007AJ....133.1092W",1,,890637,D,,189.0,,,0
